areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2020-05-05,36887,11754,3134
E92000001,England,nation,2020-05-04,36350,12020,2840
E92000001,England,nation,2020-05-03,35788,12119,2631
E92000001,England,nation,2020-05-02,35232,12314,2742
E92000001,England,nation,2020-05-01,34642,12623,4085
E92000001,England,nation,2020-04-30,33981,12922,4304
E92000001,England,nation,2020-04-29,33321,13224,4725
E92000001,England,nation,2020-04-28,32622,13565,4107
E92000001,England,nation,2020-04-27,31921,14255,4027
E92000001,England,nation,2020-04-26,31197,14174,3134
E92000001,England,nation,2020-04-25,30434,14202,3367
E92000001,England,nation,2020-04-24,29663,14642,4346
E92000001,England,nation,2020-04-23,28789,15402,4558
E92000001,England,nation,2020-04-22,27896,16018,4793
E92000001,England,nation,2020-04-21,26957,16517,3974
E92000001,England,nation,2020-04-20,26041,16654,3674
E92000001,England,nation,2020-04-19,25049,16928,3472
E92000001,England,nation,2020-04-18,24082,16850,4106
E92000001,England,nation,2020-04-17,23052,16728,4063
E92000001,England,nation,2020-04-16,21945,17783,4345
E92000001,England,nation,2020-04-15,20798,17934,4216
E92000001,England,nation,2020-04-14,19698,18552,3537
E92000001,England,nation,2020-04-13,18618,18621,3430
E92000001,England,nation,2020-04-12,17542,18974,2936
E92000001,England,nation,2020-04-11,16334,18604,3057
E92000001,England,nation,2020-04-10,15131,18669,3580
E92000001,England,nation,2020-04-09,13968,18423,4058
E92000001,England,nation,2020-04-08,12791,18152,4286
E92000001,England,nation,2020-04-07,11505,17814,4564
E92000001,England,nation,2020-04-06,10360,17154,4365
E92000001,England,nation,2020-04-05,9335,16657,3073
E92000001,England,nation,2020-04-04,8272,15469,3378
E92000001,England,nation,2020-04-03,7249,13635,4079
E92000001,England,nation,2020-04-02,6322,12135,4063
E92000001,England,nation,2020-04-01,5430,12059,4117
E92000001,England,nation,2020-03-31,4604,11154,3785
E92000001,England,nation,2020-03-30,3863,9852,3513
E92000001,England,nation,2020-03-29,3232,8424,2437
E92000001,England,nation,2020-03-28,2701,7269,2367
E92000001,England,nation,2020-03-27,2252,6462,2651
E92000001,England,nation,2020-03-26,1836,5226,2607
E92000001,England,nation,2020-03-25,1466,4402,2254
E92000001,England,nation,2020-03-24,1167,3598,2023
E92000001,England,nation,2020-03-23,930,3183,2012
E92000001,England,nation,2020-03-22,742,2670,1206
E92000001,England,nation,2020-03-21,570,2152,1029
E92000001,England,nation,2020-03-20,444,1580,1083
E92000001,England,nation,2020-03-19,335,,927
E92000001,England,nation,2020-03-18,264,,908
E92000001,England,nation,2020-03-17,198,,680
E92000001,England,nation,2020-03-16,144,,543
E92000001,England,nation,2020-03-15,100,,396
E92000001,England,nation,2020-03-14,72,,315
E92000001,England,nation,2020-03-13,53,,392
E92000001,England,nation,2020-03-12,37,,415
E92000001,England,nation,2020-03-11,26,,352
E92000001,England,nation,2020-03-10,19,,228
E92000001,England,nation,2020-03-09,16,,125
E92000001,England,nation,2020-03-08,11,,50
E92000001,England,nation,2020-03-07,9,,55
E92000001,England,nation,2020-03-06,9,,73
E92000001,England,nation,2020-03-05,7,,46
E92000001,England,nation,2020-03-04,5,,49
E92000001,England,nation,2020-03-03,4,,54
E92000001,England,nation,2020-03-02,4,,38
E92000001,England,nation,2020-03-01,3,,20
E92000001,England,nation,2020-02-29,3,,5
E92000001,England,nation,2020-02-28,3,,11
E92000001,England,nation,2020-02-27,3,,7
E92000001,England,nation,2020-02-26,3,,4
E92000001,England,nation,2020-02-25,3,,5
E92000001,England,nation,2020-02-24,3,,2
E92000001,England,nation,2020-02-23,3,,1
E92000001,England,nation,2020-02-22,3,,0
E92000001,England,nation,2020-02-21,2,,1
E92000001,England,nation,2020-02-20,2,,0
E92000001,England,nation,2020-02-19,2,,0
E92000001,England,nation,2020-02-18,2,,0
E92000001,England,nation,2020-02-17,2,,0
E92000001,England,nation,2020-02-16,2,,0
E92000001,England,nation,2020-02-15,2,,0
E92000001,England,nation,2020-02-14,2,,0
E92000001,England,nation,2020-02-13,2,,0
E92000001,England,nation,2020-02-12,2,,0
E92000001,England,nation,2020-02-11,2,,1
E92000001,England,nation,2020-02-10,2,,0
E92000001,England,nation,2020-02-09,2,,1
E92000001,England,nation,2020-02-08,2,,4
E92000001,England,nation,2020-02-07,2,,0
E92000001,England,nation,2020-02-06,2,,0
E92000001,England,nation,2020-02-05,2,,1
E92000001,England,nation,2020-02-04,2,,0
E92000001,England,nation,2020-02-03,2,,0
E92000001,England,nation,2020-02-02,2,,0
E92000001,England,nation,2020-02-01,1,,0
E92000001,England,nation,2020-01-31,1,,0
E92000001,England,nation,2020-01-30,1,,2
